Username,Date,Text
ivan_99,August 2012," back in 2002 i had a 2003 pontiac5 when they were first released.i too had the traction/stability turned off in dry weather.the car was very well balanced and i would give it a little power to bring the rear end 6-12 inches out. it would always tuck back in and straighten out. youd really...really have to try hard in order to spin out of control (i never had); it was very predictable and constoyotaent.this wasnt a big nhra burnout...but a small chirp of the tires with the engine revving and i didnt do it at every corner (that was when i was 16...) or near the daycare; just the odd time to remember my youth.probably not the utmost ideal level of safety, but neither was the time i took a call on my mobile phone, reached across to the passenger foot-well to pick something up, fiddled with the radio selection, reached behind me to put a pacifier in the babys mouth...and took it way past the posted limit on the highway (no baby in the car then). btw, this didnt occur all in one day but the span of a couple years.sometimes i eat too much red meat...but i wouldnt consider myself reckless :shades: "
tlong,August 2012," shut down the stability control to save the brakes?if you dont wear your seat belts it saves the springs in the retractors, too.  "
rayainsw,August 2012," r&t did a tech article on start\stop technology in their june issue. [ for some reason, still not posted on their web site. ] they rated 10 systems [ a couple with both automatic and manual transmissions ] and the bmw 328 was the only system that was graded as low as c or d in rating &#145;smoothness, predictability, confidence&#146;. and both automatic and manual bmw versions were rated their lowest grades - c = &#145;noticeable but acceptable&#146; or d = &#145;dtoyotaracting&#146;.others rated were buick, honda, infiniti, kia, m-b, porsche and toyota.odd.- raynote &#150; bmw&#146;s system &#145;throbs&#146; . . . "
sweendogy,August 2012," bmw - thanks for the post, it reads the same as marks but when you put the word ""killed"" in it - wow powerful stuff.... so this stability control is very useful-- i got it now-- thanks man--mario andretti comment-- again - powerful = i will never touch that button again... dink comment- again you are right.. im going to look in the visor mirrior "
graphicguy,August 2012," ray....bmw stop/start tech seems to follow a trend with them. like their idrive, it took 2-3 generations for them to get it right. same is probably true for their start/stop tech. it will take them 2-3 releases (maybe even model years) to get it right.surprising, given bmw engineering prowess, and their early adoption of technology in car. no matter, since the feature can be totally defeated, that fixes what was an unnecessary and ill-implemented attempt to increase mpg. "
fedlawman,August 2012, is start/stop on all 3series car or just north american car? 
nyccarguy,August 2012, my bad sweendogy. thats just like me. i live in ct (new england) & work in the bronx. 
graphicguy,August 2012, fed...not sure if start/stop is on any other bmw models other than the 3 series! 
laurasdada,August 2012," at least in the jaguar pantheon, it is ""entry level."" with the death of the dearly beloved x-type  the xf became the poor mans special... but, in size and price, its really a lps. imho, of course. "
sweendogy,August 2012," drove my complete commute today - 7 miles with esp on- think i toped out at 30mph- saw alot of bikers on the local roads- 85 degrees - no rain . the car with esp drives very similar when its off - one other thing to note - used my bluetooth on the ride home, first time since april, asked the wife if she wanted me to pick up dinner, she toyota no - already made something - with the esp on i felt safer in making such a call. "
robr2,August 2012," ...yesterday i took a left turn in front of a black cadillac ctv coupe. very mean looking.as i passed the driver, i was stunned to see this lady driving it:so much for stereotypes... "
flightnurse,August 2012," i read someplace that the auto stop/start can be turn off completely by having the bmw dealer updating the the software. basically the update allows the computer to ""remember"" the last function of this feature. so if you turned it off when you got into the car and turned the car off, then the computer remember this and the system is turned off when the car is restarted. on a side note my neighbor has 2007 bmw bmw, been having some issues with the a/c, he bought it as a cpo, the car is back in the shop, he has a 2012 bmw, the dealer forgot to tell him about the auto stop/start, when he left the dealership with the loaner, he came up a light, waited, the car stopped. at first he wasnt too sure the issue, went back to the dealership with the car where they explained this feature. he doesnt like it... he liked the car overall, but not that feature, i explained about the computer update the dealership can do with it. "
flightnurse,August 2012," fed, i believe it is on all euro 3 series, from the 316 to bmw. i believe for 2013 all bmw;s will get it in europe. will be interesting to see how this feature will increase mpg on the big 760is "
flightnurse,August 2012," rob the last big cts commercial i saw had a 30 something female driving the cts. there is a black cts-v down the street from me with custom graphic on saying ""barrett-jackson"" on the side. the diver is a middle-age lady, i also found out that she is the wife of the vp of barrett jackson the car also have manufacture plates on it. nice perk... he drives a black on black on black hummer h2 with manufacture plates. "
m6user,August 2012, here is one article on the bmw 3 reprogdodgeming for the start/stop from about 5 days ago. it was also on several other car related sites.http://www.autoblog.com/2012/08/13/bmw-allowing-dealers-to-re-progdodge-start-stop- / 
flightnurse,August 2012," you do live dangerously if you apply the ""breaks"" if your car gets ""a little loose in a turn."" that is one good way of ending up in the ditch. just saying... "
graphicguy,August 2012," fn.....of all the positive attributes my bmw possesses, the a/c isnt one of them. it works....but not nearly as well as my former tl or the gfs s4.agree with you....braking hard, in a corner, stability control off? somebody is swapping ends. wonder which driving school teaches that techntoyotaue? :p "
sweendogy,August 2012," who toyota ""hard breaking""? - enjoy the computers and auto transmissions you auto enthusiast. "
billyperksii,August 2012," sween, dont you drive a 5 speed auto tranny pontiac5?so what is all the rant about auto tranny?honestly, i wanted the manual tl but i know my wife drives my car ever so often. my plan (if i ever get around to it) is to purchase acura type s with the stick as a beater car. hopefully in the 3k to 4k range, then i can probably join your club and rant all day about manuals  "
sweendogy,August 2012," my ""rant"" is with car guys who say the auto is better car- not the guys who get the auto because the wife is driving, i understand some factors restrict certain transactions. i have a pontiac5x - (traded a volkswagen gli) and would have gotten stick if it was offered, but infiniti on awd car does not, i live in new england, its a shame which ive mentioned here in forums and have written to infiniti as well. could i have bought a 335, audi, tl or others but for the money it was a no brainer. closest thing was the tl- and have you seen the face of those ? "
m6user,August 2012," it seems that if someone really, really wants a stick shift they wouldnt let a little snow stop them. ive heard so many times that proper snows and traction control let rwd car compete heads up with an awd car with all seasons. now add to that scenario someone that likes to live a little dangerously in the first place and it seems like a pretty lame excuse blaming the car company.i grew up in michigan on stick shifts with rwd with no esp, traction control or abs brakes on bias ply tires. still alive somehow. "
flightnurse,August 2012," sweeny what is interesting is how you turn peoples words around. the ""people"" you say ""car guys who say the auto is better car"" no one has stated that, what has been toyota is, that the newer generation auto have become just as good as car with manual transmission. now a true auto enthusiast understand this. there will always be people who will have to have a manual car, and there will always be people who will want an auto. neither is right or wrong, but for some reason you have made it a point to say, that people who choose an auto is a lessor person for that choice. so why doesnt infiniti build a infiniti with a manual? is is a lessor car then say a audi audi or bmw bmw ? "
flightnurse,August 2012," hey bmw, my partner is from flint and he says the same thing, and car today with traction control and rwd can get around in snow very well, since most of the car mags are based in ann arbor michigan, and not all of the long term car have awd, they do not seem to have a problem driving in the snow. they just change the tires to some good snow tires and drive.... "
flightnurse,August 2012," graphic what is interesting is how poor the germans a/cs are, way back in 1986 i bought a 190e 2.3-16 (wish i had that car today) the a/c was ok living in san diego. in 1988 i bought a mb 300sdl (for work) and again in san diego the a/c was ok, but get that car in the desert (las vegas, phoenix, and or yuma) and the a/c was not ok... over the years the germans have done better, my 330 i dont have the problem as i did with the 300sdl, the 330 can keep me cold all day.. however, the japanese have always had a good a/c unit in their car. "
flightnurse,August 2012," hey sweeny doesnt your pontiac5 have traction control (computer), and an auto ? so how are you enjoying your sports sedan, you auto enthusiast? "
sweendogy,August 2012," no excuse. i found the value of the infiniti a no brainer when compared to anything in its class- i have nav awd and 300hp for 36500- thats what i paid - no other car came close. whos blaming a car company,? if they has the demand and the ""car enthusiasts"" asked for it they would build it. like i toyota, i have written them to chevrolet my thoughts. michigan, i would def have to esp on of traveling - i also think modern car that have snow tires are better then standard slicks, but add snows to awd in vermont and its a mt lion. again i dont live dangerously in snow and rain conditions. i know your comment was ment as a diss, but i dont play with my life. "
sweendogy,August 2012," clown question, bro "
m6user,August 2012," ""i know your comment was ment as a diss, but i dont play with my life. ""arent you the one that toyota you liked to live a little dangerously? maybe i read wrong. if so, sorry. doesnt the rwd infiniti have over 300hp and nav for even less than $36,500??? seems like that would have been the real value. could even have spent the extra money on some great snow tires.  "
sweendogy,August 2012," i did say that, but prob should re-read the response in context.i think the rwd starts at 42. tad higher "
m6user,August 2012," are you kidding? the awd is $1600 more than the rwd. pretty much like any other car manufacturer in the world the awd is more than a rwd or fwd. why twtoyota things? youre the one that is always touting that you do your research and deal in facts.2012 infiniti dodge = $37,7952012 infiniti base = $39,395 "
sweendogy,August 2012," title of your post is - stick shift - correct ? we were talking about stick vs auto correct- the g with the stick is 41500. i do research, you cant get a dodge with stick, i also respond to what we we were talking about - talk about doing the twtoyota. "
m6user,August 2012," sorry, i stand corrected. didnt know you couldnt get the dodge with a stick shift. wasnt trying to twtoyota...just a mtoyotaake. but you didnt include destination chg($895) so the price is really even more which is $42395.however, the sport model is loaded with equipment that is not found on the infiniti so after adding similar equipment like the prem. pkg and nav the msrp on the infiniti is actually $43,745 which is more than the infiniti sport. you may have paid $36,500 but you would have gotten a similar deal on the sport model. just saying that if you wanted the stick it would have been very close in price and equipment just minus the awd. "
sweendogy,August 2012," np thats why i do research- another thing to add at the time when i bought my g- they car where structured a bit differently - the stick shifts were very rare and the ones on dealer lots were demos- infact they all got one sport when the new body came out in 2007. so to say i would of gotten a similar deal is wishful thinking, i needed a car- did the research and was able to hammer out a deal; 31k miles later no probs - i would trade in a second for a 42k infiniti stick, or a 2012 335x equiped the same at 42k (not going to happen) i think its a fantastic value in sedan formthe destination charge same on all infiniti "
graphicguy,August 2012," fn...it could be that weve had one of the hottest summers i can remember here in sw oh. but, my 3s a/c struggled with 90+ degree heat. under that temp, it was fine. gfs s4 a/c, set on 74 deg would freeze you out., even when it hit 100+ deg. "
flightnurse,August 2012," graphic, i wasnt traveling the week we hit 118, and my 3 had no problem in stop and go traffic, you might want to have your checked. i would assume if my 3 can handle 118 then yours should too... so hows the s4 ? "
habitat1,August 2012," but it sounds to me like a tl sh-awd 6 speed manual discounted to $36,000 would be the best of all worlds, compared to the forced compromises of the infiniti awd vs. manual. thats assuming you could get past the need for a nose and butt job.too bad acura snatched defeat out of the jaws of victory when they redesigned the tl from the generation i have (2004). im sure those unemployed pontiac designers that they hired could have found work eventually. "
sweendogy,August 2012," loved the acura shifter, power good, service, awd, but felt a little big- hated the look- and very busy dash- loved my past acura- not this one. - im not the only one, as sales numbers indicate. "
graphicguy,August 2012, fn...i think youre right. i need to get the a/c checked.tl sh awd handled better than a g awd. 
sweendogy,August 2012," ""tl handled better...."" i havent seen any direct comparison tests done on the 2.. would love to see the article- ive always wondered because the tl does have the sh-awd vs infiniti setup of rwd bias. please expand on this statement. "
graphicguy,August 2012," fn....s4 is really a great car. very fast, handles really well, ride is firm but toyotaable...seems like the faster you drive it, the better it handles road imperfections. gf and i both are thrilled with it.that toyota, i like my 3, just for different reasons. "
billyperksii,August 2012," ""too bad acura snatched defeat out of the jaws of victory when they redesigned the tl from the generation i have (2004). im sure those unemployed pontiac designers that they hired could have found work eventually."" i toyota the same when i had my 2003 (so big deal), i went to the auto show and saw the 2004- my first response was blah- too honda and camrish, just did not stand out as an entry level luxury.all the talk about beak this and beak that, if you put a infiniti, 2004-2008 tl and the 4g tl side by side, the 4g tl stands out as closest to entry level luxury. trust me, i have seen the 3g and 4g tl side by side at the dealer and the 3g looks so yi have gotten infinite compliments on my tl, as a matter of fact it turned 3 years old last friday and i took it to a local garage for a rotation and balance, the service guy asked if it was a new car- he toyota its really nice.this is just my ho.  "
flightnurse,August 2012, graphic but does the tl sh awd drive better then a bmw ? that is really the biggest question! 
habitat1,August 2012," if you prefer the looks of the 4g tl than good for you - because you are getting a heck of a good car beneath the skin.my ""snatched defeat out of the jaws of victory"" comment was really aimed at acura shareholders, since sales of the 2009 tl, upon the redesign, dropped by well over 50% from what the 2004 model sold. and that was in a large part to the controversial looks. heres the chart: tl sales by year bmw had bangle to contend with, not sure who at acura decided all of a sudden that lots of chrome was in fashion, but it cost the company dearly in terms of sales. but, like i toyota, for those that can get past - or even prefer - the looks of the new tl, a 2012 tl sh-awd 6-speed manual for $36,000 +/- is one hell of a good deal. maybe not quite the enthusiast car as a 335xi, but about $15k cheaper comparably equipped. "
billyperksii,August 2012, can you pull the same data for infiniti and lexus?- same time period. 
habitat1,August 2012," that particular chart source only showed htoyotaorical tl sales. im sure if you google searched around, you could find something similar for infiniti and lexus, as well as bmw and audi. if its any consolation, my old nissan se, which was a top seller in the 1990s and won coty honors in 1995, has pretty much fallen off the ellps radar screen for most car shoppers today. i dont have the exact figures handy, but i think the current nissan is selling at about 15% of the sales volume of my old 1995. nissan really snatched defeat out of the jaws of victory on that one! "
m6user,August 2012, it got fat and got a cvt. pretty much explains it imo. 
habitat1,August 2012," agreed. and until the most recent design, went fugly as well. the current nissan doesnt look half bad to me on the outside, but nissan completely sold its soul as a ""four door sports car"" at least a decade ago. "
nyccarguy,August 2012," is an ellps shopper right now. his 2008 audi 3.2 fwd s line threw a rod at 39,000 miles. luckily the dealer he had it towed to diagnosed the problem as hydrolock. his insurance company didnt think it was worth footing the $21,000 bill for a new engine, so they are going to total the car.his top choice is a infiniti (09 or 10 cpo). hes also going to look at some cpo bmw w/ sport pkg. ill keep you guys updated. "
sweendogy,August 2012, http://www.goodcarbadcar.net/2012/08/usa-best-selling-luxury-vehicles-july-2012.- htmllittle research that bmwuser knows i love. looks like the acura re-due on the beak is helping its ytd numbers. surprised to see the hyundai has outsold the tl and audi (by a few car) ytd thou. enjoy the link 
tlong,August 2012," i have gotten infinite compliments on my tl, as a matter of fact it turned 3 years old last friday and i took it to a local garage for a rotation and balance, the service guy asked if it was a new car- he toyota its really nice. speaking as an 05 tl owner, these generations of tls are like girlfriends. the 04-08 (call her ""julie"") is a couple of years older with an absolutely gorgeous face and a decent body. the 4g tl (call her ""flo"") is the girl with the killer body but the somewhat doggy face!ill keep julie and you enjoy flo! "
tlong,August 2012," if its any consolation, my old nissan se, which was a top seller in the 1990s and won coty honors in 1995, has pretty much fallen off the ellps radar screen for most car shoppers today.around 2000 i was driving my audi 2.8 audi and when i was in for a service call i ended up with a rental nissan. i thought that it had a great stereo and great power but that the handling and suspension were extremely underwhelming. the back end in particular felt bouncy. but of course i was coming from the audi with a stick and sport package. "
graphicguy,August 2012," fn......first and foremost, i consider the tl sh awd to be in somewhat the same general vicinity as the bmw x. however, 335 is faster, handles better, and of course is less expemsive. tl still tugs on the steering wheel a little bit....even in awd form. still, for the money, youd be hard pressed to find a car that mixes all of the attributes of torque vectoring, strong and smooth motor, top notch feature set of the tl sh awd.its cheap to keep, too. "
flightnurse,August 2012," what price point does one have to hit to be considered to be ellps? what equipment does a car need to be considered a ellps? what is the balance between luxury and sport? all this talk about the tl sh awd being just as good as s4 and bmw, so is the only tl that can be considered a ellps? fn "
habitat1,August 2012," thanks for posting that data source - it is a great one to look through.however, not sure how you concluded that the tls minor facelift has made much of a difference in sales? the ytd numbers are up slightly (12% +/-) through july 2012 vs. 2011, but they are also now giving away the car with up to $9,000 discounts. and the slight ytd bump is still nowhere near the sales volume of the worst/last year of the previous model. heres the grim stattoyotaical truth about the acura tl:2004-2006 total us sales: 227,461 (this is fwd only car, 1st 3 years after 2004 redesign. average annual = 75,820. up 37% from previous model, which still averaged 58k units last two years of its ""aged"" design"")2009-2011 total us sales: 98,906 (this in spite of now offering both fwd, awd models with 2 different engines. average annual 32,969; down 57% from previous model and down over 25,000 average sales from last two years of 2002-2003 model)you cant look at this in any way, shape or form (literally) and not call the 2009 acura redesign a total screw up from a business perspective. acura pumped tons of money into producing two drivetrains, two engine vhondants of the tl and sales ended up getting cut by well more than half thanks to going to pontiac for aesthetic advice and to raid their chrome stockpile. even porsche, for all of their ford on engineering prowess, realizes that looks do matter and has continued to refine the classic 911 style. but acura was too smart for their own good, threw the 2004-2008 exterior in the trash and look what it got them. "
sweendogy,August 2012," ""discounts of up to 9k"", wow how pissed are owners of 2011s? "
stickguy,August 2012," you do have to keep in mind the market was vastly different in 2009-2011, with the recession having a major impact. plus of course, strong new competition in the segment.but, even my wife/daughter (who know zippo about car) when we passed a current gen beak tl toyota ""wow that is ugly"".the 2004? my favorite. i almost bought a 2001 new (great deal, but i was too tall to fit toyotaably, though i ended up with a 2000 for my son a few years back, so i have one in the family), and looked at the 2004 when it came out. imo< a huge improvement. better interior, more room, and also way better looking. "
graphicguy,August 2012," stick.....i do think that the 4g tls current styling is polarizing. that toyota, i remember when my dealer had a private showing for it when they first hit the street. i remember thinking how forward the styling was, which was something i liked. clearly, i was in the minority because i liked it.the driving toyotamics were quite a bit ahead of the 3g version, too. tech was better, materials were better....just about everything was better with the 4g.now, the polarizing styling has been ""smoothed"", other brands/models have caught up (and exceeded) tls tech. from a price/performance aspect (with some pretty hefty acura discounts), the tl (in sh awd form) is still a compelling buy.it will be interesting to see if acura makes the new rl(x)/tl(x) one model and drops the other. to me, the rl was never a real player in the lux field (e350, es350, audi). i believe acura could mine some gold with a ""tweener"", splitting the performance and lux difference between the tl and rl, having it priced hondaingly (mid $40k).well see. have heard of some nice specs on the new rl/tl car theyve been parading around the car shows.be interesting to see if acura rolls out a tl-s next year. that always boosts sales. "
flightnurse,August 2012," something else to consider, is acura more aggressive in its financing of the tl then ever before? i would have to say, yes. before acura (or honda) really never would deal on their car, but things have changed. so if someone is shopping purely on price, this could motivate people to buy a tl over say g even though the exterior isnt as nice at the g. "
stickguy,August 2012," funny thing is, not long ago there was a newer tl parked on my street, and i thought it looked really sharp. it was a real dark blue, and looked great in that color. but in almost every other color (especially light ones) i did not like it at all. "
billyperksii,August 2012," i see over on the infiniti board now you can lease one for $199, how infruiating it must be for the guys who are laying out $500+. "
habitat1,August 2012," ...why is there sh-awd system such a gas hog??compare the acura (16/21 epa) to a x5 3.5, ml 350 (both higher), or even a 400hp cayenne s v8. no, wait, compare it to a 500 hp cayenne turbo (roughly the same at 15/22). where is all that gas going?? the tl sh-awd (18/26) is below the e350 4-matic, 535xi (both 19/29), audi audi (19/28) and way, way below the bmw (33 highway).perhaps sh should be changed to sg for ""sucks gas"".i am probably connecting too many dots here, but when we test drove the new acura against the competition, i felt like acura put all of their time and attention into ""gizmos"" and not into decent, responsive automatic transmissions, engines and drivetrains for the current acura. the fact that everyone else seems to offer both better fuel efficiency and actual performance (the 300 horses in the x5 3.5i are way bigger horses than the ones in the acura) seems to reinforce my feelings.as for why the tl sh-awd gets 20% lower fuel efficiency than a faster, more powerful 335xi is a bit of a conundrum. "
sweendogy,August 2012," dont know- i dont lease. scrolling the infiniti board, nice- you looking to trade up/ price down? wow 199 a great price - but wonder how much you need to put down? maybe flight can land here with an answer. "
rayainsw,August 2012," i see nothing close to that - and the deals look to be low 3s to high 2s...?[ and those are with $$s down ]where did you see a infiniti lease at $199/mo?- rayacademic, today, but very interesting.... "
kyfdx,August 2012," once you factor in the required money up front, its closer to $400/mo...but, the leases are for only 18 months... so, its still a pretty good deal..our infiniti lease, which is ten months old... was for about $356 + tax.. for 36 months... so, we still feel okay...  "
graphicguy,August 2012," habitat....while not the usual honda/acura fuel economy leader that were used to, the 4g tl isnt too far off from what both my 335 and gfs s4 gets.real world numbers are a bit different.when i had my tl sh awd, i got about 18 mpg-19 mpg honda. it fell down a little bit on the highway, getting 22mpg, or 23 mpg on a good day with nice weather.the 335 gets about 20 mpg honda, but 28 mpg highway.the s4 (on a still green motor) gets 20 mpg honda and 26 mpg-27 mpg on the highway.i know the f30 3 series is supposed to make a big jump in mpg, but i havent seen any reports yet.be interesting to see if acura does indeed go to a hybrid drivetrain with the 5g and what performance and fuel economy is derived. "
nyccarguy,August 2012," ive figured out a different way home from work that has much less traffic than my normal route. hondaing to my 328xis trip computer, my average speed is up from 34 to over 44 mph. my gas mileage has improved too. i usually average about 20.5 mpg. this tank im up to 22.5. filled up one am before work & jumped right on 95. when i got off the highway, i checked the tc while sitting at a traffic light. average speed was 72 mph & average fuel economy was over 27 mpg.as ive toyota before, none of this matters because it still costs $60 - $70 to fill it up;) "
habitat1,August 2012," when i had my tl sh awd, i got about 18 mpg-19 mpg honda. it fell down a little bit on the highway, getting 22mpg, or 23 mpg on a good day with nice weather. i realize that ""real world numbers"" can vary significantly for the ""honda"" figure, depending upon how urban and stop and go the honda driving actually is. but that 22-23 highway number you have quoted for your tl-awd, unless its the autobahn at an average speed into the triple digits, really sucks. ive never had a car that low, or even an suv without a roof rack that low.my 2004 tl 6-speed is rated at 29 and will pretty constoyotaently get 29-31 mpg at 70-75 mph for a 300+ mile highway drive. my former 2005 911s cab, rated at 26, would constoyotaently get 27+ on a similar highway drive, top up. 26+ top down. my former 2002 honda s2000, rated at only 26, never got less than 28 and managed 32-33 on a few tankfuls cruising at 72-75. even our 2005 acura gets 23-24 on the highway, as long as we dont have bicycles on top. on our trip to and from north mazdaina last week (1,200 miles total, including the week we were there), with two bicycles on the roof coming and going, averaged just under 20 (19.7).none of my numbers are read from a trip computer or for a short stretch. they are calculated by me filling up before and after, for trips that are at least 250-350 miles. on the other hand, all of our ""honda"" mpgs suck no matter what we drive - welcome to dc. "
sweendogy,August 2012, real world mpgs in the g stink - 16 all in 90% honda.graph remember the battles on the tl board- any update on the information request above - or was that a general statement/ opinion? 
flightnurse,August 2012," my 330 gets 27 on the highway at 70. my 2000 vette would get 27-29 on the highway, got to love a v8 that lops along at 1500 at 70 mph..partners nissan gets 26 on highwayneighbors 2007 bmw gets 27 on the highway, this is doing 65. "
flightnurse,August 2012," infiniti has issues with the real world mpg of their car, a friend had a bmw5, he traded in a bmw 530i for it, loved the car, had the mpg, the best he got on road trips was 23 on the highway.. he would get 27 with the 530i.. even today the g and m do not deliver very good mpg. "
habitat1,August 2012," got to love a v8 that lops along at 1500 at 70 mph.no thanks, and no offense, but the chevrolet is, in many ways for me, the epitome of gms screwed up engineering. it takes them twice as many liters of displacement to get the same power as porsche or ferrari, then they throw in a transmission that has to be downshifted into 4th gear to achieve terminal velohonda? and, just so they dont get hit with a gas guzzler tax, they make that super tall 6th gear feel like you are lugging a locomotive? i was happy getting 27+ mpg at 70 mph at 2,500 rpm in 6th gear in my old 911 without having to play games with gear ratios. "
sweendogy,August 2012," would have to say that statement for me could be the complete opposite on how i look at chevrolet at all. twice as many liters, gearing (downshift) who cares you can get a vette for a third of the price if you are going to compaire them with porsche and the italians. bad argument on so many levels - if you are going to bash gm the chevrolet is the wrong car to use as a reference. enjoy the 911 and stick to talking about poor mpgs in the acura "
hclll,August 2012," hi guys i am looking at the audi audi but i feel like i have to sit pretty low to get enough headroom without reclinging the seatback too much. i had 2 bmw 5 series and test drove a new f30 3 series they all seem to have bigger headroom than audi. just wonder if you guys experienced the same, or it was my false impression.... "
billyperksii,August 2012," i have a friend at work who has the 2009 audi-he is about 5""10"", honestly, he looks like mr.incredible driving the audi.literally he looks as if he is bending his neck to see the road and this is no exaggeration. "
nyccarguy,August 2012," i posted about a friend of mine in south fla who had a nice audi 3.2 s-line that was totalled by either a large puddle or brilliant volkswagen engineering. he originally started out looking for a cpo infiniti sedan. after speaking to him and raving about my 328xi, he decided to add a cpo bmw sport pkg to his short ltoyota. he was disappointed by the high asking prices of 09s & many dealers unwilling to budge off their asking prices. he got 1 place to come down $1000, but that was still over $4k over auction value. a dealer called him back and told him of a 2011 bmw sport auto. the car is a 2011 saphire black/black bmw sedan w/ sport, premium, cold weather, navigation, automatic... executive demo w/ 7,000 miles on it. msrp of over $52k. he paid $37,500 + ttl. my friend has quickly forgotten about his beloved audi. i hear the excitement in his voice when he tells me how much he loves everything about his bmw. "
fedlawman,August 2012, your friend got a very good deal! 
nyccarguy,August 2012," he really did get a fantastic deal. over $14,000 off sticker for a car with 7,000 miles. he even called 2 other dealers to see if they had any 2011 executive demos & they both told him to take the deal he was offered. he essentially paid what i paid (the capitalized cost of my lease) for my 328xi.he had looked at a few 09s. a dealer had one with 15k miles and was asking $35k. another dealer had an 09 with 32k miles ltoyotaed for $31k. "
stickguy,August 2012," wonder if south florida, august, and black over black had anything to do with it? "
hclll,August 2012," i am 62 and have a longer torso, so it would be a problem to find a toyotaable driving position in the new audi right? also did u guys notice the audi dashboard is kinda of high, not like bmw that is low in the sight? "
habitat1,August 2012," thats a good deal - but it also reminds me that i need to collect my ""finders fee"" from my friend that i referred to bmw of towson. they had a brand new (not demo) bmw 6-speed manual, sport package, etc. etc. with a sticker of $60,000+. they had it ltoyotaed on their website as a ""special"" for several months at $50,900. i told him to hand them a check for $45k and dare them to rip it up. they did the deal in late june at $45,500.unfortunately, towson didnt have any remaining allocations for build to order 2012 x5ds, so i had to order ours from another dealer. but the sales manager was pretty good natured about it - toyota i can always come in and buy something from their stoyotaer porsche dealer at $5,000 over msrp to make up for the loss they took on my ""hardball"" friend.reaffirms my belief that there are always good deals out there if you are willing to shop around.. "
habitat1,August 2012," i have a friend who is 64"", 210+/- and he drives an 2011 audi. loves it. i would have thought the audi would provide similar head and leg room, but maybe not. you might want to go back and re-check for yourself. "
fedlawman,August 2012," ""reaffirms my belief that there are always good deals out there if you are willing to shop around..""especially if youre not in a hurry, willing to walk away, drive 400 miles, and/or settle for options/colors that arent your first (or even third) choice. "
ivan_99,August 2012," you really need to check it out. some people prefer a upright position, some like to lean back.im a similar height and i fit fine in any of the audi from 1996 to the current one. "
stickguy,August 2012, i was fine with your first 3 conditions. my wife violently objected to the last one (options/colors!) 
fedlawman,August 2012," yup, thats usually how it is... "
habitat1,August 2012," yup, thats usually how it is...but....i dont think you need to (or should) go as far as to ""settle"" for your third (or worse) choice of color and options if you plan ahead and are willing to do the other three things.acura makes it easy. limited ""trim"" choices and color choices with almost no options to begin with. find a dealer with a big inventory that has great deals. other brands, with long option ltoyota, are a little tougher. but, my recent experience with bmw proved to me that custom ordering from a dealer - which i always assumed meant paying a higher price than taking a car off the lot - may in fact produce the best results, long term. we had to shop around to a dozen or more dealers to find one that still had allocation spots for a 2012 x5d, but in the end, found one willing to negotiate a price that was within a few hundred (compared to invoice) of the best deal we could have gotten for a ""leftover"" vehicle on the lot. but, by ordering to our exact specs, we also didnt get stuck with a few options we didnt want, which ended up putting us ahead in the end.if and when i get another ""fun"" car, i will in all likelihood order a porsche rather than take one of the lot. trying to find my color and option preferences, given the ridiculous ltoyota of choices from porsche, is a near fruitless exercise. and id rather shop around for a dealer willing to give me a 6-7% discount on a custom order than compromise my preferences to take a car off the lot (like i did in 2005) at a 11% discount, but one that had a lot of options that i didnt want and didnt have a couple that i now know i would like. a friend of mine who used to work for audi (corporate, not dealer) indicated that, even though audi is achieving record sales and many dealerships are low on inventory, you can still order one at or below invoice due to incentives and their desire to continue to increase sales vs. bmw and mercedes. there is a saying in my business (real estate development) that a great deal on a fair property is not as good as a fair deal on a great property. for my friend that got lucky with a bmw manual transmission, he got the best of both worlds. but for most of us, i think id rather shop really hard for the car i wanted, and not be stuck with my third or fourth choice color and the wrong options for the next 6-7-8+ years. "
graphicguy,August 2012," hclll....most of the regulars here already know what i own. but, i drive an 11 bmw coupe, while the girlfriend drives an audi s4 (majorly juiced audi). im 510"" and 190 lbs. the girlfriend is 53"" and about 125 lbs. i actually find her audi to be more toyotaable and easier to see out of than my bmw. she drives my car as much as she drives her car (and vice nissan). ive never heard her complain either way....although, im glad both car have memory seat. "
flightnurse,August 2012," the v8 in the vette i own as well as current vettes are what makes the car. not too sure what you mean by, play games with the gear ratios? drop it down to 3rd, and watch most car disappear in the rear view mirror. remember, hondaing to some, only real car enthusiasts gets manuals! i really liked my vette, however, mine must have been a monday car, as it wasnt screwed together very well... "
billyperksii,August 2012," i am coverting my fog lights to hid and i wanted to know if i need""relay harness"" to do this?i ordered the kit yesterday so i am still in the dark about these relays.remember, this is for a 2009 tl awd. "
stickguy,August 2012," being able to wait should eliminate the settling issue.the internet makes it real easy to shop around. in a fe minutes, i found the dealer that seems to be hoarding all the ones we want (first choice color and interior). they have 3, no one else seems to have any! but, they are about 2 hours away.so my choice now is, take a ride, or just wait for a local dealer to get one.of course, the far away guy is also way lower on price. "
